-2.890000000000000568e+00 -2.099999999999996314e-01 -3.339999999999998526e+00 1.179999999999994831e+00 1.300000000000000266e+00 -2.980000000000003535e+00 5.900000000000003020e-01 4.000000000000005218e-01 -8.600000000000018741e-01 4.690000000000000391e+00
6.739999999999999325e+00 -5.510000000000000675e+00 -3.399999999999999467e+00 -8.369999999999997442e+00 6.320000000000001172e+00 -1.502999999999999758e+01 -4.880000000000000782e+00 -5.789999999999999147e+00 -1.134999999999999964e+01 3.959999999999999076e+00
-1.420000000000001261e+00 4.529999999999994031e+00 -2.240000000000001545e+00 5.059999999999997833e+00 -2.699999999999998845e+00 3.139999999999999680e+00 -4.340000000000002522e+00 2.659999999999999254e+00 2.399999999999993250e-01 7.999999999999992673e-01
-2.460000000000001297e+00 3.939999999999999947e+00 -6.210000000000000853e+00 9.519999999999996021e+00 -1.629999999999999449e+00 -2.249999999999999112e+00 2.170000000000002593e+00 3.350000000000000089e+00 7.099999999999999645e+00 2.389999999999998792e+00
-2.709999999999999520e+00 -3.479999999999999538e+00 -1.019999999999999796e+00 -6.999999999999984013e-01 -1.200000000000016331e-01 -7.700000000000016831e-01 -3.100000000000002309e+00 -4.070000000000000284e+00 1.780000000000002247e+00 1.390000000000000346e+00
2.219999999999997975e+00 -5.669999999999996376e+00 -3.329999999999997407e+00 -4.639999999999999680e+00 -2.660000000000000586e+00 -6.439999999999997726e+00 2.950000000000001066e+00 -8.199999999999998401e-01 -5.629999999999999005e+00 7.379999999999999893e+00
-2.359999999999999876e+00 -5.799999999999999822e+00 2.560000000000000497e+00 -5.770000000000003126e+00 -3.670000000000000817e+00 -6.539999999999998259e+00 1.397999999999999687e+01 1.579999999999999183e+00 2.149999999999999467e+00 1.010000000000000231e+00
-2.900000000000000799e+00 4.190000000000001279e+00 1.440000000000000169e+00 1.849999999999999201e+00 -1.240000000000001990e+00 5.980000000000001315e+00 9.599999999999992983e-01 4.669999999999999929e+00 6.309999999999998721e+00 2.200000000000004730e-01
-1.749999999999999334e+00 5.790000000000000036e+00 1.920000000000001261e+00 7.670000000000002593e+00 3.349999999999999201e+00 2.989999999999998881e+00 5.700000000000005063e-01 3.929999999999999716e+00 -7.250000000000005329e+00 -8.280000000000001137e+00
4.320000000000000284e+00 2.300000000000000711e+00 2.919999999999996820e+00 2.260000000000001119e+00 4.479999999999998650e+00 -2.839999999999998082e+00 -6.629999999999998117e+00 -3.669999999999999041e+00 1.809999999999999165e+00 -3.339999999999999858e+00
-3.460000000000000409e+00 -3.949999999999997069e+00 9.100000000000002531e-01 -7.560000000000001386e+00 5.820000000000003837e+00 7.000000000000020095e-02 -1.000000000000073053e-02 -2.590000000000000746e+00 -4.639999999999999680e+00 -6.999999999999998446e-01
2.860000000000000764e+00 3.050000000000001155e+00 3.979999999999999982e+00 -5.000000000000028866e-01 3.169999999999999485e+00 -5.769999999999996909e+00 3.399999999999999911e+00 8.030000000000002913e+00 -3.600000000000009859e-01 1.042999999999999616e+01
-4.400000000000009459e-01 6.610000000000000320e+00 4.899999999999993250e-01 3.230000000000001315e+00 -3.309999999999999165e+00 3.410000000000000586e+00 -5.080000000000001847e+00 -2.700000000000004063e-01 3.020000000000000906e+00 -6.560000000000001386e+00
5.079999999999998295e+00 -2.400000000000007683e-01 -2.979999999999999982e+00 -2.180000000000001048e+00 -1.199999999999999289e+00 -2.299999999999998490e+00 -6.959999999999999076e+00 -7.180000000000000604e+00 3.649999999999999023e+00 -8.619999999999999218e+00
-4.599999999999998757e+00 4.710000000000002629e+00 -1.339999999999998748e+00 3.829999999999993854e+00 4.039999999999999147e+00 4.779999999999998472e+00 -1.150000000000000355e+00 4.520000000000002238e+00 -2.590000000000000302e+00 -1.570000000000001394e+00
7.600000000000010081e-01 4.649999999999999467e+00 -2.400000000000000799e+00 3.329999999999999183e+00 -1.540000000000000702e+00 4.029999999999997584e+00 -6.080000000000000071e+00 1.110000000000001874e+00 2.179999999999998384e+00 -1.529999999999999805e+00
